index	radius
1	0.10999998450279236
2	0.13999998569488525
3	0.3699999153614044
4	0.10999998450279236
5	0.24000003933906555
6	0.07999999076128006
7	0.07999999076128006
8	0.009999999776482582
9	0.09999998658895493
10	0.009999999776482582
11	0.17000000178813934
12	0.20000001788139343
13	0.04999999701976776
14	0.11999998241662979
15	0.2600000202655792
16	0.1900000125169754
17	0.019999999552965164
18	0.2200000286102295
19	0.009999999776482582
20	0.13999998569488525
21	0.009999999776482582
22	0.029999999329447746
23	0.059999994933605194
24	0.08999998867511749
25	0.08999998867511749
26	0.09999998658895493
27	0.6199997067451477
28	0.07999999076128006
29	0.12999998033046722
30	0.4999997913837433
31	0.1599999964237213
32	0.17000000178813934
33	0.10999998450279236
34	0.13999998569488525
35	0.10999998450279236
36	0.03999999910593033
37	0.1900000125169754
38	0.21000002324581146
39	0.03999999910593033
40	0.1900000125169754
41	0.539999783039093
42	0.059999994933605194
43	0.1900000125169754
44	0.07999999076128006
45	0.11999998241662979
46	0.029999999329447746
47	0.059999994933605194
48	0.20000001788139343
49	0.10999998450279236
50	0.34999993443489075
51	0.08999998867511749
52	0.10999998450279236
53	0.059999994933605194
54	0.17000000178813934
55	0.1599999964237213
56	0.04999999701976776
57	0.48999980092048645
58	0.2800000011920929
59	0.07999999076128006
60	0.029999999329447746
61	0.21000002324581146
62	0.009999999776482582
63	0.009999999776482582
64	0.06999999284744263
65	0.08999998867511749
66	0.03999999910593033
67	0.1599999964237213
68	0.10999998450279236
69	0.11999998241662979
70	0.10999998450279236
71	0.23000003397464752
72	0.24000003933906555
73	0.09999998658895493
74	0.009999999776482582
75	0.12999998033046722
76	0.14999999105930328
77	0.11999998241662979
78	0.11999998241662979
79	0.009999999776482582
80	0.1599999964237213
81	0.009999999776482582
82	0.059999994933605194
83	inf
84	0.11999998241662979
85	0.07999999076128006
86	0.21000002324581146
87	0.2600000202655792
88	0.10999998450279236
89	0.11999998241662979
90	0.13999998569488525
91	0.2600000202655792
92	0.1900000125169754
93	0.009999999776482582
94	0.12999998033046722
95	0.13999998569488525
96	0.059999994933605194
97	0.029999999329447746
98	0.13999998569488525
99	0.08999998867511749
100	0.06999999284744263
101	0.2200000286102295
102	0.24000003933906555
103	0.09999998658895493
104	0.5599997639656067
105	0.019999999552965164
106	0.07999999076128006
107	0.1599999964237213
108	0.11999998241662979
109	0.019999999552965164
110	0.14999999105930328
111	0.059999994933605194
112	0.08999998867511749
113	0.12999998033046722
114	0.019999999552965164
115	0.09999998658895493
116	0.009999999776482582
117	0.11999998241662979
118	0.3699999153614044
119	0.009999999776482582
120	0.03999999910593033
121	0.10999998450279236
122	0.1599999964237213
123	0.1599999964237213
124	0.09999998658895493
125	0.06999999284744263
126	0.009999999776482582
127	0.07999999076128006
128	0.14999999105930328
129	0.029999999329447746
130	0.17000000178813934
131	0.08999998867511749
132	0.13999998569488525
133	0.10999998450279236
134	0.059999994933605194
135	0.09999998658895493
136	0.2500000298023224
137	0.2200000286102295
138	0.24000003933906555
139	0.1599999964237213
140	0.03999999910593033
141	0.11999998241662979
142	inf
143	0.09999998658895493
144	0.4999997913837433
145	0.059999994933605194
146	0.1599999964237213
147	0.04999999701976776
148	0.10999998450279236
149	0.10999998450279236
150	0.009999999776482582
151	0.009999999776482582
152	0.029999999329447746
153	0.11999998241662979
154	0.08999998867511749
155	0.17000000178813934
156	0.11999998241662979
157	0.06999999284744263
158	0.18000000715255737
159	0.019999999552965164
160	0.08999998867511749
161	0.13999998569488525
162	0.1900000125169754
163	0.28999999165534973
164	0.3999998867511749
165	0.03999999910593033
166	0.10999998450279236
167	0.08999998867511749
168	0.03999999910593033
169	0.23000003397464752
170	0.11999998241662979
171	0.07999999076128006
172	0.07999999076128006
173	0.09999998658895493
174	0.029999999329447746
175	0.11999998241662979
176	0.009999999776482582
177	0.4699998199939728
178	0.04999999701976776
179	0.3599999248981476
180	0.04999999701976776
181	0.14999999105930328
182	0.09999998658895493
183	0.07999999076128006
184	0.17000000178813934
185	0.009999999776482582
186	0.009999999776482582
187	0.08999998867511749
188	0.059999994933605194
189	0.14999999105930328
190	0.2200000286102295
191	0.10999998450279236
192	0.07999999076128006
193	0.13999998569488525
194	0.009999999776482582
195	0.09999998658895493
196	0.029999999329447746
197	0.23000003397464752
198	0.07999999076128006
199	0.07999999076128006
200	0.03999999910593033
201	0.059999994933605194
202	0.23000003397464752
203	0.1599999964237213
204	0.29999998211860657
205	0.14999999105930328
206	0.21000002324581146
207	0.029999999329447746
208	0.06999999284744263
209	0.5799997448921204
210	0.04999999701976776
211	0.18000000715255737
212	0.03999999910593033
213	0.06999999284744263
214	0.06999999284744263
215	0.009999999776482582
216	0.09999998658895493
217	0.23000003397464752
218	0.009999999776482582
219	0.08999998867511749
220	0.04999999701976776
221	0.07999999076128006
222	0.04999999701976776
223	0.12999998033046722
224	0.18000000715255737
225	0.2800000011920929
226	0.04999999701976776
227	0.10999998450279236
228	0.23000003397464752
229	0.2600000202655792
230	0.09999998658895493
231	0.009999999776482582
232	0.059999994933605194
233	0.029999999329447746
234	0.009999999776482582
235	0.10999998450279236
236	0.009999999776482582
237	0.21000002324581146
238	0.13999998569488525
239	0.12999998033046722
240	0.28999999165534973
241	0.09999998658895493
242	0.009999999776482582
243	0.09999998658895493
244	0.08999998867511749
245	0.10999998450279236
246	0.20000001788139343
247	0.11999998241662979
248	0.009999999776482582
249	0.10999998450279236
250	0.07999999076128006
251	0.029999999329447746
252	0.2500000298023224
253	0.04999999701976776
254	0.11999998241662979
255	0.23000003397464752
256	0.10999998450279236
257	0.06999999284744263
258	0.009999999776482582
259	0.14999999105930328
260	0.009999999776482582
261	0.10999998450279236
262	0.13999998569488525
263	0.6899996399879456
264	0.13999998569488525
265	0.009999999776482582
266	0.2800000011920929
267	0.009999999776482582
268	0.14999999105930328
269	0.059999994933605194
270	0.10999998450279236
271	0.04999999701976776
272	0.21000002324581146
273	0.9199994206428528
274	0.029999999329447746
275	0.08999998867511749
276	0.09999998658895493
277	0.4199998676776886
278	0.019999999552965164
279	0.13999998569488525
280	0.2500000298023224
281	0.23000003397464752
282	0.019999999552965164
283	0.029999999329447746
284	0.13999998569488525
285	0.03999999910593033
286	0.2600000202655792
287	0.03999999910593033
288	0.10999998450279236
289	0.12999998033046722
290	0.07999999076128006
291	0.009999999776482582
292	0.1599999964237213
293	0.059999994933605194
294	0.03999999910593033
295	0.09999998658895493
296	0.09999998658895493
297	0.14999999105930328
298	0.07999999076128006
299	0.10999998450279236
300	0.009999999776482582
301	0.059999994933605194
302	0.03999999910593033
303	0.28999999165534973
304	0.009999999776482582
305	0.10999998450279236
306	0.06999999284744263
307	0.019999999552965164
308	0.019999999552965164
309	0.14999999105930328
310	0.28999999165534973
311	0.059999994933605194
312	0.11999998241662979
313	0.17000000178813934
314	0.11999998241662979
315	0.7899995446205139
316	0.11999998241662979
317	0.07999999076128006
318	0.1599999964237213
319	0.009999999776482582
320	0.08999998867511749
321	0.009999999776482582
322	0.009999999776482582
323	0.08999998867511749
324	0.1599999964237213
325	0.059999994933605194
326	0.13999998569488525
327	0.009999999776482582
328	0.17000000178813934
329	0.1599999964237213
330	0.3099999725818634
331	0.17000000178813934
332	0.18000000715255737
333	0.4799998104572296
334	0.07999999076128006
335	0.14999999105930328
336	0.059999994933605194
337	0.009999999776482582
338	0.04999999701976776
339	0.08999998867511749
340	0.03999999910593033
341	0.009999999776482582
342	0.08999998867511749
343	0.2800000011920929
344	0.13999998569488525
345	0.04999999701976776
346	0.2200000286102295
347	0.06999999284744263
348	0.10999998450279236
349	0.1900000125169754
350	0.08999998867511749
351	0.17000000178813934
352	0.12999998033046722
353	0.09999998658895493
354	0.029999999329447746
355	0.17000000178813934
356	0.06999999284744263
357	0.17000000178813934
358	0.31999996304512024
359	0.019999999552965164
360	0.009999999776482582
361	0.18000000715255737
362	0.14999999105930328
363	0.10999998450279236
364	0.029999999329447746
365	0.12999998033046722
366	0.06999999284744263
367	0.09999998658895493
368	0.18000000715255737
369	0.009999999776482582
370	0.04999999701976776
371	0.20000001788139343
372	0.14999999105930328
373	0.07999999076128006
374	0.009999999776482582
375	0.07999999076128006
376	0.3399999439716339
377	0.019999999552965164
378	0.40999987721443176
379	0.3399999439716339
380	0.07999999076128006
381	0.059999994933605194
382	0.009999999776482582
383	0.12999998033046722
384	0.12999998033046722
385	0.20000001788139343
386	0.29999998211860657
387	0.06999999284744263
388	0.09999998658895493
389	0.20000001788139343
390	0.009999999776482582
391	0.12999998033046722
392	0.009999999776482582
393	0.059999994933605194
394	0.14999999105930328
395	0.04999999701976776
396	0.09999998658895493
397	0.42999985814094543
398	0.04999999701976776
399	0.24000003933906555
400	0.2200000286102295
401	0.08999998867511749
402	0.059999994933605194
403	0.14999999105930328
404	0.009999999776482582
405	0.009999999776482582
406	0.08999998867511749
407	0.029999999329447746
408	0.10999998450279236
409	0.019999999552965164
410	0.14999999105930328
411	inf
412	0.08999998867511749
413	0.009999999776482582
414	0.3399999439716339
415	0.009999999776482582
416	0.12999998033046722
417	0.3299999535083771
418	0.009999999776482582
419	0.24000003933906555
420	0.31999996304512024
421	0.029999999329447746
422	0.009999999776482582
423	0.029999999329447746
424	0.12999998033046722
425	0.17000000178813934
426	0.1900000125169754
427	0.029999999329447746
428	0.8499994874000549
429	0.17000000178813934
430	0.059999994933605194
431	0.1900000125169754
432	0.04999999701976776
433	0.14999999105930328
434	0.28999999165534973
435	0.029999999329447746
436	0.009999999776482582
437	0.059999994933605194
438	0.13999998569488525
439	0.23000003397464752
440	0.059999994933605194
441	0.11999998241662979
442	0.09999998658895493
443	0.09999998658895493
444	0.04999999701976776
445	0.009999999776482582
446	0.009999999776482582
447	0.019999999552965164
448	0.059999994933605194
449	0.029999999329447746
450	0.019999999552965164
451	0.03999999910593033
452	0.21000002324581146
453	0.009999999776482582
454	0.10999998450279236
455	0.07999999076128006
456	0.27000001072883606
457	0.009999999776482582
458	0.009999999776482582
459	0.059999994933605194
460	0.20000001788139343
461	0.029999999329447746
462	0.04999999701976776
463	0.03999999910593033
464	0.10999998450279236
465	0.059999994933605194
466	0.04999999701976776
467	0.059999994933605194
468	0.059999994933605194
469	0.019999999552965164
470	0.009999999776482582
471	0.07999999076128006
472	0.009999999776482582
473	0.09999998658895493
474	0.6899996399879456
475	0.059999994933605194
476	inf
477	0.3399999439716339
478	0.18000000715255737
479	0.019999999552965164
480	0.009999999776482582
481	0.18000000715255737
482	0.009999999776482582
483	1.7699986696243286
484	0.059999994933605194
485	0.08999998867511749
486	0.17000000178813934
487	0.029999999329447746
488	0.03999999910593033
489	0.009999999776482582
490	0.4499998390674591
491	0.009999999776482582
492	0.059999994933605194
493	0.019999999552965164
494	0.14999999105930328
495	0.18000000715255737
496	0.009999999776482582
497	0.019999999552965164
498	0.07999999076128006
499	0.08999998867511749
500	0.11999998241662979
501	0.24000003933906555
502	0.10999998450279236
503	0.17000000178813934
504	0.2800000011920929
505	0.4499998390674591
506	0.08999998867511749
507	0.23000003397464752
508	0.07999999076128006
509	0.009999999776482582
510	0.09999998658895493
511	0.07999999076128006
512	0.06999999284744263
513	0.1599999964237213
514	0.06999999284744263
515	0.13999998569488525
516	0.10999998450279236
517	0.06999999284744263
518	0.06999999284744263
519	0.31999996304512024
520	0.10999998450279236
521	0.04999999701976776
522	0.009999999776482582
523	0.059999994933605194
524	0.059999994933605194
525	0.13999998569488525
526	0.27000001072883606
527	0.009999999776482582
528	0.07999999076128006
529	0.1599999964237213
530	0.2800000011920929
531	0.009999999776482582
532	0.04999999701976776
533	0.009999999776482582
534	0.5499997735023499
535	0.11999998241662979
536	0.1599999964237213
537	0.07999999076128006
538	0.18000000715255737
539	0.06999999284744263
540	0.08999998867511749
541	0.10999998450279236
542	0.1900000125169754
543	0.009999999776482582
544	0.009999999776482582
545	0.1900000125169754
546	0.12999998033046722
547	0.18000000715255737
548	0.009999999776482582
549	0.11999998241662979
550	0.2500000298023224
551	0.04999999701976776
552	0.009999999776482582
553	0.03999999910593033
554	0.059999994933605194
555	0.1900000125169754
556	0.1599999964237213
557	inf
558	0.13999998569488525
559	0.029999999329447746
560	0.059999994933605194
561	0.059999994933605194
562	0.009999999776482582
563	0.04999999701976776
564	0.03999999910593033
565	0.11999998241662979
566	0.04999999701976776
567	0.07999999076128006
568	0.07999999076128006
569	0.03999999910593033
570	0.08999998867511749
571	0.1599999964237213
572	0.009999999776482582
573	0.059999994933605194
574	0.17000000178813934
575	0.18000000715255737
576	0.019999999552965164
577	0.1599999964237213
578	0.20000001788139343
579	0.029999999329447746
580	0.09999998658895493
581	0.029999999329447746
582	0.019999999552965164
583	0.009999999776482582
584	0.009999999776482582
585	0.31999996304512024
586	0.29999998211860657
587	0.10999998450279236
588	0.13999998569488525
589	0.11999998241662979
590	0.21000002324581146
591	0.08999998867511749
592	0.019999999552965164
593	0.2500000298023224
594	0.019999999552965164
595	0.11999998241662979
596	0.17000000178813934
597	0.029999999329447746
598	0.12999998033046722
599	0.029999999329447746
600	0.029999999329447746
601	0.20000001788139343
602	0.04999999701976776
603	0.10999998450279236
604	0.03999999910593033
605	0.13999998569488525
606	0.009999999776482582
607	0.03999999910593033
608	0.13999998569488525
609	0.09999998658895493
610	0.18000000715255737
611	0.10999998450279236
612	0.03999999910593033
613	0.06999999284744263
614	0.03999999910593033
615	0.009999999776482582
616	0.17000000178813934
617	0.059999994933605194
618	0.08999998867511749
619	0.06999999284744263
620	0.009999999776482582
621	0.059999994933605194
622	0.059999994933605194
623	0.2200000286102295
624	0.2500000298023224
625	0.04999999701976776
626	0.009999999776482582
627	0.11999998241662979
628	0.06999999284744263
629	0.009999999776482582
630	0.04999999701976776
631	0.04999999701976776
632	0.029999999329447746
633	0.1599999964237213
634	0.2600000202655792
635	0.10999998450279236
636	0.009999999776482582
637	0.2500000298023224
638	0.09999998658895493
639	0.08999998867511749
640	0.059999994933605194
641	0.1599999964237213
642	0.059999994933605194
643	0.07999999076128006
644	0.10999998450279236
645	0.12999998033046722
646	0.12999998033046722
647	0.009999999776482582
648	0.2200000286102295
649	0.06999999284744263
650	0.1900000125169754
651	0.07999999076128006
652	0.28999999165534973
653	0.8999994397163391
654	0.11999998241662979
655	0.10999998450279236
656	0.06999999284744263
657	0.11999998241662979
658	0.09999998658895493
659	0.13999998569488525
660	0.009999999776482582
661	0.10999998450279236
662	0.06999999284744263
663	0.06999999284744263
664	0.3999998867511749
665	0.04999999701976776
666	0.23000003397464752
667	0.09999998658895493
668	0.019999999552965164
669	0.14999999105930328
670	0.1599999964237213
671	0.13999998569488525
